Bus ID,Bus Name,Bus Voltage (kV),Descriptive Powerflow Case,Sensitivity Case,Interconnection Type,Bus Interconnection Capacity (MW),Constraint Headroom (MW),Base Flow (MVA),Constraint Base Flow (MW),Number of Upgrades Assumed (Upgrades),Primary Limiting Constraint,Shift Factor (Number),Risk Level,Latitude (Degrees),Longitude (Degrees),County,ISO,State,Owner,Case Last Updated,Constraint Area,Constraint Type,Existing Overload Flag,Constraint AC Loading Ratio (Percentage),Constraint Voltage,Contingency Event,Contingency Event Facility,Contingency Name,Generator Modeling Assumptions,Interconnection Scenario,Study Year,Transmission Modeling Assumptions
ISO-NE_113959,LITTLETN38_T,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,669.06,521.0,152.0,-156.0,0,113959 LITTLETN38_T  115  113986 SANDY POND    115  1,-0.78,High Risk Upgrade,42.586983,-71.435739,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,41.26,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113959,LITTLETN38_T,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,669.06,521.0,152.0,-156.0,0,113959 LITTLETN38_T  115  113986 SANDY POND    115  1,-0.78,High Risk Upgrade,42.586983,-71.435739,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,41.26,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113955,TEWKSBURY,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,671.04,516.0,38.0,35.0,0,113955 TEWKSBURY     230  999965 TEWKSBURY _2  115  2,0.77,High Risk Upgrade,42.623922,-71.246309,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Transformer,False,12.4,230/115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_OPEN","[101] 113955 TEWKSBURY     230  999966 TEWKSBURY _1  115  4  
[101] 113987 TEWKSBURY     115  999966 TEWKSBURY _1  115  4  
[101] 114100 TEWKS_T4_R   13.8  999966 TEWKSBURY _1  115  4  
[101] 113987 TEWKSBURY     115  113955 TEWKSBURY     230  3",BF_TWKS_4-3-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113955,TEWKSBURY,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,671.04,516.0,38.0,35.0,0,113955 TEWKSBURY     230  999965 TEWKSBURY _2  115  2,0.77,High Risk Upgrade,42.623922,-71.246309,Middlesex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Transformer,False,12.4,230/115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_OPEN","[101] 113955 TEWKSBURY     230  999966 TEWKSBURY _1  115  4  
[101] 113987 TEWKSBURY     115  999966 TEWKSBURY _1  115  4  
[101] 114100 TEWKS_T4_R   13.8  999966 TEWKSBURY _1  115  4  
[101] 113987 TEWKSBURY     115  113955 TEWKSBURY     230  3",BF_TWKS_4-3-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113278,W BOYLSTON,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,515.0,515.0,27.0,-26.0,0,113277 BLOOMNGDL TP  115  113294 ROLFE AVENUE  115  1,-1.0,High Risk Upgrade,42.351168,-71.767689,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,15.47,115,BRANCH_OPEN,[101] 113278 W BOYLSTON    115  113299 WACHUSETT     115  1,NF_P142W,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114004,WOODCHUCK HL,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,514.5,515.0,17.0,14.0,0,113977 KING ST 54_T  115  114004 WOODCHUCK HL  115  1,-1.0,High Risk Upgrade,42.635336,-71.035423,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,15.36,115,"BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_FROMISL 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
SWSHUNT_OUTAGE 
BRANCH_IN_ISLAND 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
LOADP_MOVE 
LOADQ_MOVE","[101] 114413 WAITE ST_54   115  114417 SALEM HARBOR  115  1  
[101] 114413 WAITE ST_54   115  114421 WATERS RV_54  115  1  
[101] 114403 S DANVERS_54  115  114421 WATERS RV_54  115  1  
[101] 114498 BEVERLY 192   115  114499 BEVERLY 192  13.2  1  
[101] 114701 DANVERS 2A   23.0  114704 DANVERS 2375 23.0  1  
[101] 114403 S DANVERS_54  115  114701 DANVERS 2A   23.0  1  
[101] 114408 E BEVRLY 192  115  114456 E BEVRLY 192 34.5  1  
[101] 114408 E BEVRLY 192  115  114455 E BEVERLY    23.0  1  
[101] 114413 WAITE ST_54   115  114498 BEVERLY 192   115  1  
[101] 114408 E BEVRLY 192  115  114498 BEVERLY 192   115  1  
[101]114481 SALEM HBR_C1  115 
[101] 114709 WATERS RV_54 23.0  114421 WATERS RV_54  115  1  
[101]114456 E BEVRLY 192 34.5  -> 114461 E BEVRLY 191 34.5 
[101]114456 E BEVRLY 192 34.5  -> 114461 E BEVRLY 191 34.5 
[101]114456 E BEVRLY 192 34.5  -> 114461 E BEVRLY 191 34.5 
[101]114456 E BEVRLY 192 34.5  -> 114461 E BEVRLY 191 34.5 
[101]114499 BEVERLY 192  13.2  -> 114452 BEVERLY      13.2 
[101]114499 BEVERLY 192  13.2  -> 114452 BEVERLY      13.2 
[101]114709 WATERS RV_54 23.0  -> 114710 WATERS RV_55 23.0 
[101]114709 WATERS RV_54 23.0  -> 114710 WATERS RV_55 23.0 
[101]114709 WATERS RV_54 23.0  -> 114710 WATERS RV_55 23.0 
[101]114709 WATERS RV_54 23.0  -> 114710 WATERS RV_55 23.0 
[101]114701 DANVERS 2A   23.0  -> 114700 DANVERS 1    23.0 
[101]114701 DANVERS 2A   23.0  -> 114700 DANVERS 1    23.0 
[101]114704 DANVERS 2375 23.0  -> 114702 DANVERS 3    23.0 
[101]114704 DANVERS 2375 23.0  -> 114702 DANVERS 3    23.0",BF_SALM_B154,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100192,MASON 5,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,708.56,504.0,46.0,37.0,0,100086 MAINE YANKEE  345  100091 MASON         345  1,-0.71,High Risk Upgrade,43.991786,-69.671892,Lincoln,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,15.36,345,"BRANCH_OPEN 
BRANCH_OPEN","[101] 100121 MASON 1       115  100253 COOPERS MILL  115  1  
[101] 100253 COOPERS MILL  115  100670 QP1086_POI    115  1",BF_COOP_6880,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100253,COOPERS MILL,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,939.38,497.0,32.0,-30.0,0,100253 COOPERS MILL  115  999995 COOPERML T3   115  1,-0.53,High Risk Upgrade,44.296799,-69.556666,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,6.96,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100302,COOPERS ML_C,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,497.0,32.0,-30.0,0,100253 COOPERS MILL  115  999995 COOPERML T3   115  1,-0.53,High Risk Upgrade,44.296799,-69.556666,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,6.96,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100313,COOPER ML_C1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,497.0,32.0,-30.0,0,100253 COOPERS MILL  115  999995 COOPERML T3   115  1,-0.53,High Risk Upgrade,44.296799,-69.556666,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,6.96,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100314,COOPER ML_C2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,497.0,32.0,-30.0,0,100253 COOPERS MILL  115  999995 COOPERML T3   115  1,-0.53,High Risk Upgrade,44.296799,-69.556666,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,6.96,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114004,WOODCHUCK HL,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,495.5,496.0,17.0,14.0,0,113977 KING ST 54_T  115  114004 WOODCHUCK HL  115  1,-1.0,High Risk Upgrade,42.635336,-71.035423,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,11.1,115,BRANCH_OPEN,[101] 114403 S DANVERS_54  115  114420 IPSWCH RV_54  115  1,BO_B154N-3,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106005,COMERFORD T2,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,496.07,495.0,47.0,48.0,0,106005 COMERFORD T2  230  106028 COMRFRD T1T2  230  1,1.0,High Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,8.74,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_106005,COMERFORD T2,230.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,496.07,495.0,47.0,48.0,0,106005 COMERFORD T2  230  106028 COMRFRD T1T2  230  1,1.0,High Risk Upgrade,44.320837,-72.00321,Grafton,ISO-NE,NH,NH_NGRID,2026-06-27,ISO-NE,Branch,False,8.74,230,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117345,W FARNUM72_T,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,681.85,494.0,44.0,44.0,0,117005 W FARNUM 74T  115  117345 W FARNUM72_T  115  1,-0.72,High Risk Upgrade,41.969476,-71.539159,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,9.8,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117344,W FARNUM71_T,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,680.01,493.0,43.0,43.0,0,117037 W FARNUM 75T  115  117344 W FARNUM71_T  115  1,-0.72,High Risk Upgrade,41.969476,-71.539159,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,9.52,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100091,MASON,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,519.27,483.0,46.0,37.0,0,100086 MAINE YANKEE  345  100091 MASON         345  1,-0.93,High Risk Upgrade,43.991786,-69.671892,Lincoln,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,10.58,345,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113279,CARPENTER HL,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,730.15,477.0,92.0,92.0,0,113263 CARPENTER HL  345  113279 CARPENTER HL  115  1,-0.65,High Risk Upgrade,42.128754,-71.997072,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Transformer,False,23.81,345/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113306,MILLENIUM,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,730.15,477.0,92.0,92.0,0,113263 CARPENTER HL  345  113279 CARPENTER HL  115  1,-0.65,High Risk Upgrade,42.113376,-72.01533,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Transformer,False,23.81,345/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117444,CLARKSON_44,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,473.1,473.0,23.0,23.0,0,117349 WOONSOCKET    115  117444 CLARKSON_44   115  1,-1.0,High Risk Upgrade,41.843268,-71.420919,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,5.14,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113975,KING ST_54,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,646.33,466.0,24.0,-18.0,0,113977 KING ST 54_T  115  113993 WARD HILL     115  1,-0.72,High Risk Upgrade,42.673359,-71.057729,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.66,115,"BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL","[101] 104128 ES_394_SBK    345  104135 ES_394_NGR    345  1  
[101] 104127 SEABROOK      345  104128 ES_394_SBK    345  1  
[101] 104135 ES_394_NGR    345  114063 W AMESBURY    345  1  
[101] 113952 WARD HILL     345  114063 W AMESBURY    345  1  
[101] 114063 W AMESBURY    345  114075 W AMESBURY    115  2",BF_WAMSBY_2T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_113975,KING ST_54,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,646.33,466.0,24.0,-18.0,0,113977 KING ST 54_T  115  113993 WARD HILL     115  1,-0.72,High Risk Upgrade,42.673359,-71.057729,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.66,115,"BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL 
BRANCH_OPEN","[101] 104128 ES_394_SBK    345  104135 ES_394_NGR    345  1  
[101] 104127 SEABROOK      345  104128 ES_394_SBK    345  1  
[101] 104135 ES_394_NGR    345  114063 W AMESBURY    345  1  
[101] 113952 WARD HILL     345  114063 W AMESBURY    345  1",LN_394,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114063,W AMESBURY,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,646.34,466.0,24.0,-18.0,0,113977 KING ST 54_T  115  113993 WARD HILL     115  1,-0.72,High Risk Upgrade,42.736489,-71.012275,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.66,115,"BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL 
BRANCH_OPEN","[101] 104128 ES_394_SBK    345  104135 ES_394_NGR    345  1  
[101] 104127 SEABROOK      345  104128 ES_394_SBK    345  1  
[101] 104135 ES_394_NGR    345  114063 W AMESBURY    345  1  
[101] 113952 WARD HILL     345  114063 W AMESBURY    345  1",LN_394,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114063,W AMESBURY,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,646.34,466.0,24.0,-18.0,0,113977 KING ST 54_T  115  113993 WARD HILL     115  1,-0.72,High Risk Upgrade,42.736489,-71.012275,Essex,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,20.66,115,"BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_FROMISL 
BRANCH_OPEN","[101] 104128 ES_394_SBK    345  104135 ES_394_NGR    345  1  
[101] 104127 SEABROOK      345  104128 ES_394_SBK    345  1  
[101] 104135 ES_394_NGR    345  114063 W AMESBURY    345  1  
[101] 113952 WARD HILL     345  114063 W AMESBURY    345  1",LN_394,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100247,ALBION ROAD,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,756.85,463.0,48.0,-1.0,0,100092 ALBION ROAD   345  999993 ALBIONRD T1   115  1,0.61,High Risk Upgrade,44.572783,-69.509846,Kennebec,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Transformer,False,9.42,345/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115723,SYKES RD_12,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,582.32,459.0,24.0,-15.0,0,115711 POTTERSVILLE  115  115723 SYKES RD_12   115  1,0.79,High Risk Upgrade,41.740628,-71.115728,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,8.85,115,"BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_FROMISL 
BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
BRANCH_IN_ISLAND 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 115733 BATES STREET 13.8  115724 BATES ST B    115  1  
[101] 115727 BELLROCK      115  115748 BLLRK_L14_TE  115  1  
[101] 115719 TIVERTN 14_T  115  115748 BLLRK_L14_TE  115  1  
[101] 118188 DEXTER       13.8  118178 DEXTER        115  1  
[101] 115715 BENT RD_L14   115  115724 BATES ST B    115  1  
[101] 115715 BENT RD_L14   115  115719 TIVERTN 14_T  115  1  
[101] 117357 TIVERTON      115  118124 RIE_L14_CON   115  1  
[101] 117356 TIVERTON_L14  115  118124 RIE_L14_CON   115  1  
[101] 117295 NGR_L14_RIE   115  118178 DEXTER        115  1  
[101] 117303 TIVERTON B    115  117356 TIVERTON_L14  115  1  
[101] 118178 DEXTER        115  118192 JEPSON        115  1  
[101] 115711 POTTERSVILLE  115  115729 SYKES RD_13   115  1  
[101] 115727 BELLROCK      115  115729 SYKES RD_13   115  1  
[101] 115715 BENT RD_L14   115  117295 NGR_L14_RIE   115  1  
[101] 115719 TIVERTN 14_T  115  117283 RIE_L14_NGR   115  1  
[101] 117283 RIE_L14_NGR   115  117356 TIVERTON_L14  115  1  
[101] 115738 SYKES ROAD 2 13.8  115729 SYKES RD_13   115  1  
[101] 117303 TIVERTON B    115  117410 TIVERTON 1   12.5  1  
[101]115733 BATES STREET 13.8  -> 115732 BATES STREET 14.0 
[101]115733 BATES STREET 13.8  -> 115732 BATES STREET 14.0 
[101]115733 BATES STREET 13.8  -> 115732 BATES STREET 14.0 
[101]115733 BATES STREET 13.8  -> 115732 BATES STREET 14.0 
[101]111255 BELLRCK EAST 34.5  -> 111314 BELLRCK WEST  115 
[101]111255 BELLRCK EAST 34.5  -> 111314 BELLRCK WEST  115 
[101]111255 BELLRCK EAST 34.5  -> 111314 BELLRCK WEST  115 
[101]111255 BELLRCK EAST 34.5  -> 111314 BELLRCK WEST  115 
[101]117410 TIVERTON 1   12.5  -> 117411 TIVERTON 2   12.5 
[101]117410 TIVERTON 1   12.5  -> 117411 TIVERTON 2   12.5 
[101]117410 TIVERTON 1   12.5  -> 117411 TIVERTON 2   12.5 
[101]117410 TIVERTON 1   12.5  -> 117411 TIVERTON 2   12.5 
[101]115738 SYKES ROAD 2 13.8  -> 115737 SYKES ROAD 1 13.8 
[101]115738 SYKES ROAD 2 13.8  -> 115737 SYKES ROAD 1 13.8 
[101]115738 SYKES ROAD 2 13.8  -> 115737 SYKES ROAD 1 13.8 
[101]115738 SYKES ROAD 2 13.8  -> 115737 SYKES ROAD 1 13.8",BF_BELRK_314,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115729,SYKES RD_13,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,609.93,458.0,23.0,-17.0,0,115711 POTTERSVILLE  115  115729 SYKES RD_13   115  1,0.75,High Risk Upgrade,41.740628,-71.115728,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,9.16,115,BRANCH_OPEN,[101] 115723 SYKES RD_12   115  115727 BELLROCK      115  1,NF_N12-2,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115745,X3S TAP,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,587.97,450.0,91.0,94.0,0,115743 GRAND ARMY    115  115745 X3S TAP       115  1,-0.77,High Risk Upgrade,41.747484,-71.212198,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,25.41,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114895,REYNLDS_AVE1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,481.78,449.0,35.0,35.0,0,114742 BRAYTN POINT  115  114895 REYNLDS_AVE1  115  1,-0.93,High Risk Upgrade,41.828823,-71.213632,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,21.44,115,BRANCH_OPEN,[101] 114753 N ATTLB 81_T  115  114865 BERRY STREET  115  1,NF_C181-3,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114895,REYNLDS_AVE1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,481.78,449.0,35.0,35.0,0,114742 BRAYTN POINT  115  114895 REYNLDS_AVE1  115  1,-0.93,High Risk Upgrade,41.828823,-71.213632,Bristol,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,21.44,115,BRANCH_OPEN,[101] 114753 N ATTLB 81_T  115  114865 BERRY STREET  115  1,NF_C181-3,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
