Bus ID,Bus Name,Bus Voltage (kV),Descriptive Powerflow Case,Sensitivity Case,Interconnection Type,Bus Interconnection Capacity (MW),Constraint Headroom (MW),Base Flow (MVA),Constraint Base Flow (MW),Number of Upgrades Assumed (Upgrades),Primary Limiting Constraint,Shift Factor (Number),Risk Level,Latitude (Degrees),Longitude (Degrees),County,ISO,State,Owner,Case Last Updated,Constraint Area,Constraint Type,Existing Overload Flag,Constraint AC Loading Ratio (Percentage),Constraint Voltage,Contingency Event,Contingency Event Facility,Contingency Name,Generator Modeling Assumptions,Interconnection Scenario,Study Year,Transmission Modeling Assumptions
ISO-NE_100148,BATH,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,116.07,70.0,16.0,17.0,0,102223 SWITCH S30   34.5  102230 COOKS CORNER 34.5  1,-0.6,Low Risk Upgrade,43.90214,-69.820397,Sagadahoc,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,True,120.97,35,"BRANCH_OPEN 
BRANCH_TOISL 
BRANCH_IN_ISLAND 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL","[101] 100121 MASON 1       115  100199 SECT 207A TP  115  1  
[101] 100148 BATH          115  100199 SECT 207A TP  115  1  
[101] 100122 MAINE YANKEE  115  100199 SECT 207A TP  115  1  
[101] 100125 SUROWIEC      115  100175 TOPSHAM S69   115  1  
[101] 100148 BATH          115  100175 TOPSHAM S69   115  1  
[101] 101302 TOPSHAM 3X   34.5  100175 TOPSHAM S69   115  1",DC_69_207_NPCC_NERC,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105282,BEEBE RIVER,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,69.8,70.0,26.0,-25.0,0,105282 BEEBE RIVER  34.5  104374 BEEBE RIVER   115  1,-1.0,High Risk Upgrade,43.828076,-71.640351,Grafton,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,False,58.74,35/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119592,TUNNEL,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,69.9,70.0,13.0,2.0,0,119583 TUNNEL        115  119592 TUNNEL       69.0  1,1.0,High Risk Upgrade,41.55453,-72.043052,New London,ISO-NE,CT,CT_CL&P,2026-06-27,ISO-NE,Transformer,False,21.41,115/69,"BRANCH_IN_ISLAND 
BRANCH_TOISL","[101] 119610 ES_617_CMEEC 69.0  119619 TENTH STREET 69.0  1  
[101] 119592 TUNNEL       69.0  119610 ES_617_CMEEC 69.0  1",LN_617,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_119628,SECREC,69.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,22.0,70.0,13.0,2.0,0,119583 TUNNEL        115  119592 TUNNEL       69.0  1,1.0,High Risk Upgrade,41.55453,-72.043051,New London,ISO-NE,CT,CT_NORWICH,2026-06-27,ISO-NE,Transformer,False,21.41,115/69,"BRANCH_IN_ISLAND 
BRANCH_TOISL","[101] 119610 ES_617_CMEEC 69.0  119619 TENTH STREET 69.0  1  
[101] 119592 TUNNEL       69.0  119610 ES_617_CMEEC 69.0  1",LN_617,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105724,JACKMAN,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,106.89,68.0,24.0,-23.0,0,105724 JACKMAN      34.5  104891 JACKMAN       115  1,-0.63,High Risk Upgrade,43.111969,-71.926038,Hillsborough,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,False,53.53,35/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114755,NORTHBORO RD,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,247.93,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114755,NORTHBORO RD,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,247.93,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114870,NBORO RD_C6,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.320125,-71.566457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114870,NBORO RD_C6,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.320125,-71.566457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115153,NBORO BANK 1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,248.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115153,NBORO BANK 1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,248.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115155,NBORO BANK 2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,248.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115155,NBORO BANK 2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,248.0,68.0,33.0,-33.0,0,113924 HUDSON        115  115040 NGR_H160_HLP  115  1,0.27,High Risk Upgrade,42.315125,-71.571457,Worcester,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,47.33,115,BRANCH_OPEN,[101] 114755 NORTHBORO RD  115  114774 N MARLBORO    115  1,NF_N166-1,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_100876,FRMSLR_MPTHS,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,66.7,67.0,29.0,-27.0,0,100874 FRMSLR_POI    115  100876 FRMSLR_MPTHS  115  1,1.0,High Risk Upgrade,44.566759,-70.149445,Franklin,ISO-NE,ME,ME_CMP,2026-06-27,ISO-NE,Branch,False,30.51,115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105243,INTERVALE,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,66.7,67.0,22.0,-21.0,0,105243 INTERVALE    34.5  104297 INTERVALE     115  1,-1.0,High Risk Upgrade,44.059962,-71.112979,Carroll,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,False,48.27,35/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110894,DOVER MA,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,152.01,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.44,High Risk Upgrade,42.203827,-71.253433,Norfolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_110959,DOVER MA_C,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,0.0,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.44,High Risk Upgrade,42.203827,-71.253433,Norfolk,ISO-NE,MA,MA_NSTAR_BE,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114761,E HOLBROOK 1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,49.0,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.1,Medium Risk Upgrade,42.164724,-70.979543,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114761,E HOLBROOK 1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,49.0,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.1,Medium Risk Upgrade,42.164724,-70.979543,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114762,E HOLBROOK 2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,49.0,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.1,Medium Risk Upgrade,42.164724,-70.979543,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_114762,E HOLBROOK 2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,49.0,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.1,Medium Risk Upgrade,42.164724,-70.979543,Norfolk,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_115447,AUBURN ST,345.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,1326.75,67.0,218.0,-220.0,0,110893 NEEDHAM       115  110894 DOVER MA      115  1,0.05,Medium Risk Upgrade,42.078334,-70.973975,Plymouth,ISO-NE,MA,MA_NGRID,2026-06-27,ISO-NE,Branch,False,82.54,115,"BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL 
SWSHUNT_OUTAGE","[101] 110781 HOLBROOK      345  110786 STOUGHTON     345  1  
[101] 110786 STOUGHTON     345  110788 HYDE PARK     345  1  
[101] 110786 STOUGHTON     345  111805 STOUGHTON_R3  345  1  
[101]111805 STOUGHTON_R3  345",BF_STGTN_101,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117004,RIVERSIDE,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,334.62,67.0,28.0,28.0,0,117004 RIVERSIDE     115  117288 RIE_R9_NGR2   115  1,0.2,High Risk Upgrade,42.004063,-71.507894,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,41.42,115,"BRANCH_FROMISL 
BRANCH_OPEN 
LOADP_MOVE 
LOADQ_MOVE 
GEN_MOVEP 
GEN_MOVEQ","[101] 117041 HIGHLAND T2  13.8  117039 HIGHLAND PRK  115  2  
[101] 117004 RIVERSIDE     115  117039 HIGHLAND PRK  115  1  
[101]117041 HIGHLAND T2  13.8  -> 117040 HIGHLAND T1  13.8 
[101]117041 HIGHLAND T2  13.8  -> 117040 HIGHLAND T1  13.8 
[101]117041 HIGHLAND T2  13.8  -> 117040 HIGHLAND T1  13.8 
[101]117041 HIGHLAND T2  13.8  -> 117040 HIGHLAND T1  13.8",LN_J16N,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_105409,TASKER FARM,35.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,65.7,66.0,22.0,-19.0,0,105409 TASKER FARM  34.5  104515 TASKER FARM   115  3,-1.0,High Risk Upgrade,43.151035,-71.058129,Rockingham,ISO-NE,NH,NH_PSNH,2026-06-27,ISO-NE,Transformer,False,49.3,35/115,,,Base Case,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_109502,HARRIMAN T3,99.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,100.83,66.0,5.0,-5.0,0,113146 HARRIMAN 2    115  109502 HARRIMAN T3  99.0  1,0.65,High Risk Upgrade,42.793275,-72.914823,Windham,ISO-NE,VT,MA_NGRID,2026-06-27,ISO-NE,Transformer,False,18.0,115/99,"BRANCH_OPEN 
BRANCH_TOISL 
UNKNOWN_OUTAGE 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_OPEN 
BRANCH_TOISL","[101] 113005 ADAMS         115  113063 ADAMS T3     99.0  1  
[101] 113040 ADAMS        69.0  113063 ADAMS T3     99.0  1  
INVALID EVENT
[101] 113005 ADAMS         115  113086 ADAMS        23.0  5  
[101] 113010 E131 TAP      115  113146 HARRIMAN 2    115  1  
[101] 113005 ADAMS         115  113010 E131 TAP      115  1  
[101] 113008 BEAR SWAMP    115  113010 E131 TAP      115  1",BF_ADAMS_T5T,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117306,WOLF HILL,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,65.0,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.15,Medium Risk Upgrade,41.881424,-71.526911,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117328,FARNUM PIKE1,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,517.2,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.13,Medium Risk Upgrade,41.901026,-71.530886,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117329,FARNUM PIKE2,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,517.12,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.13,Medium Risk Upgrade,41.901026,-71.530886,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117343,W CRANSTN_72,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,137.17,65.0,167.0,-171.0,0,117331 JOHNSTON_172  115  117360 RISE 172_TAP  115  1,0.48,High Risk Upgrade,41.756803,-71.521794,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,85.34,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117334 RISE 171_TAP  115  118125 RIE_S171_FPL  115  1  
[101] 117375 RISE          115  118125 RIE_S171_FPL  115  1",NF_S171-5,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117346,WOLF HILL_71,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,448.22,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.15,Medium Risk Upgrade,41.881424,-71.526911,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117347,WOLF HILL_72,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,448.16,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.15,Medium Risk Upgrade,41.881424,-71.526911,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117351,HARTFORD AVE,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,304.5,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.21,High Risk Upgrade,41.827785,-71.519349,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117353,PUTNAM PK_71,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,404.2,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.16,Medium Risk Upgrade,41.866831,-71.522222,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117354,PUTNAM PK_72,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,404.17,65.0,56.0,-55.0,0,117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  1,0.16,Medium Risk Upgrade,41.866831,-71.522222,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,72.88,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117336 FRANKLIN SQ   115  117351 HARTFORD AVE  115  2  
[101] 117336 FRANKLIN SQ   115  117427 MANCHSTR 10A 13.8  1",BF_FRSQ_A-06,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
ISO-NE_117360,RISE 172_TAP,115.0,ISO-NE Transitional Cluster CCIS Case,ISO Base Case,Injection,94.62,65.0,167.0,-171.0,0,117331 JOHNSTON_172  115  117360 RISE 172_TAP  115  1,0.69,High Risk Upgrade,41.802489,-71.516895,Providence,ISO-NE,RI,RI_RIE,2026-06-27,ISO-NE,Branch,False,85.34,115,"BRANCH_OPEN 
BRANCH_TOISL","[101] 117334 RISE 171_TAP  115  118125 RIE_S171_FPL  115  1  
[101] 117375 RISE          115  118125 RIE_S171_FPL  115  1",NF_S171-5,Active queue generators included in the Transitional Cluster Study,ISO Base Case,2030 Summer Peak,Transmission upgrades approved in the annual transmission planning cycles up to the study year and interconnection upgrades associated with queue generators that are modeled
