Substation Name,Min Voltage (kV),Max Voltage (kV),Substation Owner,Substation Status,Type,Latitude (Degrees),Longitude (Degrees),County,Owner Source,State,Substation ID
Summitav,230.0,230.0,Orange and Rockland Utilities,In Service,Substation,41.055045,-74.055982,Bergen,Estimated,NJ,or:electric_substation:10002
Massena,230.0,765.0,NOT AVAILABLE,In Service,Substation,44.919227,-74.833796,St. Lawrence,Not Available,NY,or:electric_substation:10015
Cloversville,69.0,69.0,National Grid,In Service,Substation,43.061809,-74.344397,Fulton,Estimated,NY,or:electric_substation:10022
West Danville 15,35.0,35.0,Green Mountain Power Corp,In Service,Substation,44.404938,-72.188246,Caledonia,Openinfra,VT,or:electric_substation:10037
Unknown156706,,,NOT AVAILABLE,In Service,Substation,40.982882,-74.118645,Bergen,Not Available,NJ,or:electric_substation:10043
Moira,34.0,34.0,National Grid,In Service,Substation,44.824196,-74.538884,Franklin,Openinfra,NY,or:electric_substation:10057
Wehrle,,,NOT AVAILABLE,In Service,Substation,42.957587,-78.673335,Erie,Not Available,NY,or:electric_substation:10066
Ld.Buddngtn33.0,115.0,115.0,NOT AVAILABLE,In Service,Substation,41.368582,-72.046858,New London,Not Available,CT,or:electric_substation:10085
Nicholville,34.0,35.0,National Grid,In Service,Substation,44.696325,-74.64418,St. Lawrence,Openinfra,NY,or:electric_substation:10098
Wrightsville Hydro Plant,,,NOT AVAILABLE,In Service,Substation,44.308546,-72.576204,Washington,Not Available,VT,or:electric_substation:10099
Tap135957,69.0,69.0,NOT AVAILABLE,In Service,Tap,41.244284,-74.291736,Orange,Not Available,NY,or:electric_substation:10105
Raintree,115.0,115.0,Met-Ed,In Service,Tap,40.029618,-76.764997,York,Openinfra,PA,or:electric_substation:10124
Unknown156708,,,NOT AVAILABLE,In Service,Substation,40.479798,-79.382208,Indiana,Not Available,PA,or:electric_substation:10126
71 S. Newfane,,,National Grid,In Service,Substation,43.231805,-78.681076,Niagara,Openinfra,NY,or:electric_substation:10148
Unknown156709,,,Jersey Central Power & Lt Co,In Service,Substation,40.290977,-74.07924,Monmouth,Estimated,NJ,or:electric_substation:10167
Moore,115.0,230.0,National Grid,In Service,Substation,44.335914,-71.874969,Grafton,Estimated,NH,or:electric_substation:10168
Hunt,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.24695,-74.295041,Orange,Not Available,NY,or:electric_substation:10187
Zions View,115.0,115.0,NOT AVAILABLE,In Service,Tap,40.060054,-76.746848,York,Not Available,PA,or:electric_substation:10206
Telegraph Rd,,,NOT AVAILABLE,In Service,Substation,43.206851,-78.577276,Niagara,Not Available,NY,or:electric_substation:10217
Waterford,,,NOT AVAILABLE,In Service,Substation,44.343235,-71.931136,Caledonia,Not Available,VT,or:electric_substation:10222
Wisner,69.0,69.0,Orange and Rockland Utilities,In Service,Substation,41.272926,-74.323401,Orange,Estimated,NY,or:electric_substation:10267
Barnet Hydro,35.0,35.0,Green Mountain Power Corp,In Service,Substation,44.300087,-72.064256,Caledonia,Openinfra,VT,or:electric_substation:10293
Somerset,,,NOT AVAILABLE,In Service,Substation,43.337592,-78.552753,Niagara,Not Available,NY,or:electric_substation:10299
Mayfield Station 356,,,NOT AVAILABLE,In Service,Substation,43.104519,-74.26498,Fulton,Not Available,NY,or:electric_substation:10352
Tap141095,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.001715,-76.071352,Lancaster,Not Available,PA,or:electric_substation:10357
Wec 4,35.0,35.0,Washington Electric Coop,In Service,Substation,44.167404,-72.304248,Orange,Openinfra,VT,or:electric_substation:10360
Harrison,,,NYSEG,In Service,Substation,43.178526,-78.678935,Niagara,Openinfra,NY,or:electric_substation:10368
Perkiomen,138.0,230.0,PECO Energy Co,In Service,Substation,40.214787,-75.451961,Montgomery,Estimated,PA,or:electric_substation:10387
Betzwood,230.0,230.0,PECO Energy Co,In Service,Substation,40.1147,-75.42017,Montgomery,Estimated,PA,or:electric_substation:10422
Meco,69.0,69.0,NOT AVAILABLE,In Service,Tap,43.083565,-74.329486,Fulton,Not Available,NY,or:electric_substation:10429
Dysinger,,,NOT AVAILABLE,In Service,Substation,43.178838,-78.640265,Niagara,Not Available,NY,or:electric_substation:10451
Barbadoes,230.0,230.0,PECO Energy Co,In Service,Substation,40.114412,-75.358451,Montgomery,Estimated,PA,or:electric_substation:10491
Unknown135962,69.0,69.0,NOT AVAILABLE,In Service,Substation,43.071113,-74.323245,Fulton,Not Available,NY,or:electric_substation:10498
North Wales,230.0,230.0,PECO Energy Co,In Service,Substation,40.213474,-75.290964,Montgomery,Estimated,PA,or:electric_substation:10526
Harsnrad_115kV_Tb1,,,NOT AVAILABLE,In Service,Substation,43.145005,-78.687316,Niagara,Not Available,NY,or:electric_substation:10535
Tap141098,230.0,230.0,NOT AVAILABLE,In Service,Tap,40.03722,-74.867768,Burlington,Not Available,NJ,or:electric_substation:10558
Unknown135963,,,NOT AVAILABLE,In Service,Substation,43.0618,-74.342556,Fulton,Not Available,NY,or:electric_substation:10560
Unknown145163,,,NOT AVAILABLE,In Service,Substation,42.497628,-78.686697,Erie,Not Available,NY,or:electric_substation:10615
Ld.Jackman 34.5,115.0,115.0,Eversource,In Service,Substation,43.112094,-71.926007,Hillsborough,Estimated,NH,or:electric_substation:10617
Tap141099,230.0,230.0,NOT AVAILABLE,In Service,Tap,40.03701,-74.867403,Burlington,Not Available,NJ,or:electric_substation:10633
Hill Street Station 311,69.0,69.0,National Grid,In Service,Substation,43.037045,-74.353439,Fulton,Estimated,NY,or:electric_substation:10635
Jarrett,230.0,230.0,PECO Energy Co,In Service,Substation,40.189002,-75.163687,Montgomery,Estimated,PA,or:electric_substation:10668
Wert Cranston,115.0,115.0,Rhode Island Energy,In Service,Substation,41.756837,-71.521824,Providence,Estimated,RI,or:electric_substation:10670
Salamanca/Rochester St,115.0,115.0,Salamanca Board of Public Utilities,In Service,Substation,42.15771,-78.701374,Cattaraugus,Openinfra,NY,or:electric_substation:10684
Jenkintown,230.0,230.0,PECO Energy Co,In Service,Substation,40.09678,-75.139497,Montgomery,Estimated,PA,or:electric_substation:10702
Westerly,34.0,34.0,Rhode Island Energy,In Service,Substation,41.386289,-71.831474,Washington,Openinfra,RI,or:electric_substation:10711
Levittown,230.0,230.0,NOT AVAILABLE,In Service,Tap,40.029193,-74.878421,Burlington,Not Available,NJ,or:electric_substation:10714
Heaton,138.0,230.0,PECO Energy Co,In Service,Substation,40.159726,-75.117726,Montgomery,Estimated,PA,or:electric_substation:10729
Kearsarge Sksc2 Llc,34.0,34.0,Rhode Island Energy,In Service,Substation,41.469497,-71.514029,Washington,Openinfra,RI,or:electric_substation:10751
Burt Dam,,,NOT AVAILABLE,In Service,Substation,43.313372,-78.714993,Niagara,Not Available,NY,or:electric_substation:10757
Whitpain,230.0,500.0,NOT AVAILABLE,In Service,Substation,40.171544,-75.310013,Montgomery,Not Available,PA,or:electric_substation:10763
Unknown141101,,,NOT AVAILABLE,In Service,Substation,40.021506,-75.314243,Montgomery,Not Available,PA,or:electric_substation:10796
Plymouth Meeting,230.0,230.0,PECO Energy Co,In Service,Substation,40.104187,-75.299579,Montgomery,Estimated,PA,or:electric_substation:10798
Sloan,,,NYSEG,In Service,Substation,42.883774,-78.770003,Erie,Openinfra,NY,or:electric_substation:10828
Shaker Road,69.0,69.0,National Grid,Not Available,Substation,42.050676,-72.523235,Hampden,Estimated,MA,or:electric_substation:10900
Hosensack,69.0,500.0,PPL Electric Utilities Corp,In Service,Substation,40.455231,-75.503927,Lehigh,Estimated,PA,or:electric_substation:10902
Ld.Lakewood34.5,115.0,115.0,Central Maine Power Co,In Service,Substation,44.804893,-69.739139,Somerset,Estimated,ME,or:electric_substation:10907
North Ashford,,,NOT AVAILABLE,In Service,Substation,42.472562,-78.701194,Cattaraugus,Not Available,NY,or:electric_substation:10910
Elroy,500.0,500.0,PECO Energy Co,In Service,Substation,40.278339,-75.326257,Montgomery,Estimated,PA,or:electric_substation:10937
Dorset,,,NOT AVAILABLE,In Service,Substation,43.269503,-73.113053,Bennington,Not Available,VT,or:electric_substation:10945
Athens Energy,115.0,115.0,Renesola Power Holdings,In Service,Substation,44.944721,-69.659221,Somerset,Estimated,ME,or:electric_substation:10963
Centerpoint,230.0,500.0,PECO Energy Co,In Service,Substation,40.212843,-75.347816,Montgomery,Estimated,PA,or:electric_substation:10978
Unknown145168,,,NOT AVAILABLE,In Service,Substation,42.215834,-78.797041,Cattaraugus,Not Available,NY,or:electric_substation:10979
Sullivpl,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.375499,-75.801297,Luzerne,Not Available,PA,or:electric_substation:11
Viking Energy Of Northumberland,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.91725,-76.814203,Northumberland,Not Available,PA,or:electric_substation:11012
Warrington,230.0,230.0,PECO Energy Co,In Service,Substation,40.248316,-75.125251,Bucks,Estimated,PA,or:electric_substation:11019
Ld.Bucksprt13.8,115.0,115.0,Central Maine Power Co,In Service,Substation,44.574799,-68.806115,Hancock,Estimated,ME,or:electric_substation:11020
Mohican,115.0,115.0,National Grid,In Service,Substation,43.290169,-73.605869,Saratoga,Estimated,NY,or:electric_substation:11026
Leisure Village,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.029997,-74.185832,Ocean,Estimated,NJ,or:electric_substation:11044
East Otto Station 28,35.0,35.0,NOT AVAILABLE,In Service,Substation,42.389847,-78.752283,Cattaraugus,Not Available,NY,or:electric_substation:11055
Hartman,230.0,230.0,PECO Energy Co,In Service,Substation,40.224442,-75.228401,Montgomery,Estimated,PA,or:electric_substation:11060
Chemical,115.0,115.0,Versant Power,In Service,Substation,44.739076,-68.824766,Penobscot,Openinfra,ME,or:electric_substation:11068
Panther Creek Energy Facility,115.0,115.0,NOT AVAILABLE,In Service,Substation,40.855419,-75.876907,Carbon,Not Available,PA,or:electric_substation:11088
Tabor,230.0,230.0,PECO Energy Co,In Service,Substation,40.035563,-75.135405,Philadelphia,Estimated,PA,or:electric_substation:11096
Butler,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.258234,-73.661186,Saratoga,Not Available,NY,or:electric_substation:11103
Chester,115.0,115.0,Versant Power,In Service,Substation,45.39369,-68.521224,Penobscot,Estimated,ME,or:electric_substation:11124
Lakewood,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.061006,-74.167222,Ocean,Estimated,NJ,or:electric_substation:11128
Salamanca,,,NOT AVAILABLE,In Service,Substation,42.17633,-78.744798,Cattaraugus,Not Available,NY,or:electric_substation:11138
Batavia Power Plant,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.982414,-78.159098,Genesee,Not Available,NY,or:electric_substation:1114
Panther Creek Hill Road,115.0,115.0,NOT AVAILABLE,In Service,Substation,40.545976,-75.989699,Berks,Not Available,PA,or:electric_substation:11164
Unknown135776,,,NOT AVAILABLE,Not Available,Substation,43.306296,-73.630263,Warren,Not Available,NY,or:electric_substation:11178
Lebanon,35.0,35.0,NOT AVAILABLE,In Service,Substation,43.375345,-70.941794,York,Not Available,ME,or:electric_substation:11186
Salamanca/Frank St,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.150843,-78.731079,Cattaraugus,Not Available,NY,or:electric_substation:11214
Statest,70.0,70.0,NOT AVAILABLE,In Service,Substation,40.553672,-75.989169,Berks,Not Available,PA,or:electric_substation:11247
Yarmouth 4,345.0,345.0,Central Maine Power Co,In Service,Substation,43.75163,-70.156669,Cumberland,Estimated,ME,or:electric_substation:11255
Wilton Station 329,,,National Grid,In Service,Substation,43.182123,-73.75095,Saratoga,Estimated,NY,or:electric_substation:11261
Westmoreland,230.0,230.0,PECO Energy Co,In Service,Substation,40.006542,-75.173422,Philadelphia,Estimated,PA,or:electric_substation:11295
Ebenezer,,,NOT AVAILABLE,In Service,Substation,42.841116,-78.73789,Erie,Not Available,NY,or:electric_substation:11297
Cooks Corner,35.0,35.0,NOT AVAILABLE,In Service,Substation,43.911835,-69.901665,Cumberland,Not Available,ME,or:electric_substation:11324
Wheelabrator FrackVille Energy,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.78265,-76.176112,Schuylkill,Not Available,PA,or:electric_substation:11330
Bala,230.0,230.0,PECO Energy Co,In Service,Substation,40.001712,-75.227738,Montgomery,Estimated,PA,or:electric_substation:11336
Salem,,,NOT AVAILABLE,In Service,Substation,43.17456,-73.327066,Washington,Not Available,NY,or:electric_substation:11343
Big Tree,,,NOT AVAILABLE,In Service,Substation,42.762785,-78.758473,Erie,Not Available,NY,or:electric_substation:11366
Tap155821,115.0,115.0,NOT AVAILABLE,In Service,Tap,41.751967,-70.54623,Barnstable,Not Available,MA,or:electric_substation:11369
North Philadelphia,230.0,230.0,PECO Energy Co,In Service,Substation,40.000238,-75.148419,Philadelphia,Estimated,PA,or:electric_substation:11378
Se Batavia,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.982105,-78.15839,Genesee,Not Available,NY,or:electric_substation:1141
Tap155822,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.599323,-72.475817,Franklin,Not Available,MA,or:electric_substation:11410
Master,230.0,230.0,PECO Energy Co,In Service,Substation,39.979437,-75.188165,Philadelphia,Estimated,PA,or:electric_substation:11419
Feeder Dam Hydro Plant,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.28938,-73.664757,Saratoga,Not Available,NY,or:electric_substation:11426
Bethlehem,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.889648,-78.769378,Erie,Not Available,NY,or:electric_substation:11435
Tap155823,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.599503,-72.476132,Franklin,Not Available,MA,or:electric_substation:11452
Unknown133408,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.918139,-69.884276,Cumberland,Not Available,ME,or:electric_substation:11455
Conemaugh Hydro Plant,,,NOT AVAILABLE,In Service,Substation,40.464413,-79.365727,Westmoreland,Not Available,PA,or:electric_substation:11496
Brookfield Power Glen Falls Hydro,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.306241,-73.636922,Saratoga,Not Available,NY,or:electric_substation:11510
Maine Yankee 115kV,115.0,115.0,Central Maine Power Co,In Service,Substation,43.951506,-69.696826,Lincoln,Estimated,ME,or:electric_substation:11525
York Generation Company Llc,115.0,115.0,Met-Ed,In Service,Substation,39.985885,-76.675506,York,Openinfra,PA,or:electric_substation:11572
Henry Street Station,34.0,34.0,National Grid,In Service,Substation,43.304835,-73.644279,Warren,Estimated,NY,or:electric_substation:11579
Bellingham Cogeneration Facility,345.0,345.0,Northeast Energy Associates Lp,In Service,Substation,42.091822,-71.483716,Norfolk,Estimated,MA,or:electric_substation:11594
Whitefor,115.0,115.0,NOT AVAILABLE,In Service,Substation,39.986509,-76.679546,York,Not Available,PA,or:electric_substation:11649
Unknown135782,34.0,34.0,NOT AVAILABLE,In Service,Substation,43.294803,-73.590528,Washington,Not Available,NY,or:electric_substation:11663
High Street Station,,,Ipswich Electric Light Department,In Service,Substation,42.697629,-70.869252,Essex,Openinfra,MA,or:electric_substation:11664
Batavia,115.0,115.0,National Grid,In Service,Substation,42.996037,-78.19392,Genesee,Openinfra,NY,or:electric_substation:1167
Linglestown,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.350441,-76.767721,Dauphin,Estimated,PA,or:electric_substation:11702
Pleasureville,120.0,120.0,Met-Ed,In Service,Substation,39.979951,-76.697544,York,Openinfra,PA,or:electric_substation:11730
Millenium,,,NOT AVAILABLE,In Service,Substation,42.12067,-72.015229,Worcester,Not Available,MA,or:electric_substation:11733
Adk Hudson___Falls,35.0,35.0,NOT AVAILABLE,In Service,Substation,43.29496,-73.59557,Saratoga,Not Available,NY,or:electric_substation:11743
East Elizabethtown,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.164117,-76.580766,Lancaster,Openinfra,PA,or:electric_substation:11761
Pheonix,,,National Grid,In Service,Substation,43.230084,-76.301227,Oswego,Openinfra,NY,or:electric_substation:11800
Glades,115.0,115.0,NOT AVAILABLE,In Service,Substation,40.011663,-76.692069,York,Not Available,PA,or:electric_substation:11805
Unknown135787,,,NOT AVAILABLE,In Service,Substation,43.29526,-73.625536,Saratoga,Not Available,NY,or:electric_substation:11819
Williston,,,NOT AVAILABLE,In Service,Substation,44.361521,-73.074267,Chittenden,Not Available,VT,or:electric_substation:11873
Phoenix Hydro Project,,,NOT AVAILABLE,In Service,Substation,43.227264,-76.302822,Onondaga,Not Available,NY,or:electric_substation:11883
Hudson Falls Hydroelectric Project,,,NOT AVAILABLE,In Service,Substation,43.286292,-73.590741,Washington,Not Available,NY,or:electric_substation:11894
Corfu Station,,,NOT AVAILABLE,In Service,Substation,42.962751,-78.4062,Genesee,Not Available,NY,or:electric_substation:1194
West Milton,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.039779,-73.911693,Saratoga,Not Available,NY,or:electric_substation:11963
New Kingston,,,NOT AVAILABLE,Not Available,Substation,40.224583,-77.0634,Cumberland,Not Available,PA,or:electric_substation:12032
Tap135794,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.082587,-73.834772,Saratoga,Not Available,NY,or:electric_substation:12045
Unknown175907,,,NOT AVAILABLE,Not Available,Substation,40.229083,-77.046676,Cumberland,Not Available,PA,or:electric_substation:12112
Tap135795,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.082731,-73.834749,Saratoga,Not Available,NY,or:electric_substation:12126
Tap135796,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.084886,-73.886447,Saratoga,Not Available,NY,or:electric_substation:12209
Bird's Eye,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.063142,-78.277553,Genesee,Not Available,NY,or:electric_substation:1222
Tap135797,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.084915,-73.886548,Saratoga,Not Available,NY,or:electric_substation:12291
Tap135798,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.114236,-73.771885,Saratoga,Not Available,NY,or:electric_substation:12375
Grove Street Traction & Signal,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.740942,-74.041982,Hudson,Not Available,NJ,or:electric_substation:1242
Tap135799,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.114074,-73.771866,Saratoga,Not Available,NY,or:electric_substation:12458
Oakfield,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.06283,-78.278323,Genesee,Not Available,NY,or:electric_substation:1250
Noggles,46.0,46.0,NOT AVAILABLE,In Service,Substation,43.17185,-73.050191,Bennington,Not Available,VT,or:electric_substation:12543
49th Street,230.0,230.0,Public Service Elec & Gas Co,In Service,Substation,40.78878,-74.035912,Hudson,Estimated,NJ,or:electric_substation:1256
Woodland,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.800647,-79.698133,Butler,Not Available,PA,or:electric_substation:126
Westminister,69.0,69.0,Green Mountain Power Corp,In Service,Substation,43.1011,-72.455528,Windham,Estimated,VT,or:electric_substation:12626
Phillipsburg,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.690575,-75.182697,Warren,Estimated,NJ,or:electric_substation:1270
Tap135802,69.0,69.0,NOT AVAILABLE,In Service,Tap,43.101724,-72.456358,Windham,Not Available,VT,or:electric_substation:12708
Us Gypsum Oakfield,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.065112,-78.296775,Genesee,Not Available,NY,or:electric_substation:1278
East Arlington,46.0,115.0,Green Mountain Power Corp,In Service,Substation,43.058126,-73.148885,Bennington,Estimated,VT,or:electric_substation:12792
Unknown132364,,,NOT AVAILABLE,In Service,Substation,40.692655,-75.166683,Warren,Not Available,NJ,or:electric_substation:1284
Huckins Hill,115.0,115.0,Eversource,Not Available,Substation,43.781845,-71.658867,Grafton,Estimated,NH,or:electric_substation:12851
Battenkill,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.100504,-73.550238,Washington,Not Available,NY,or:electric_substation:12876
Washington,,,Jersey Central Power & Lt Co,In Service,Substation,40.765803,-74.986696,Warren,Estimated,NJ,or:electric_substation:1290
Burlington,230.0,230.0,Public Service Elec & Gas Co,Not Available,Substation,40.075825,-74.875552,Burlington,Openinfra,NJ,or:electric_substation:12919
West Milton,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.037422,-73.95459,Saratoga,Not Available,NY,or:electric_substation:12959
New Providence,,,Jersey Central Power & Lt Co,In Service,Substation,40.69506,-74.409432,Union,Estimated,NJ,or:electric_substation:1297
Essex,138.0,230.0,NOT AVAILABLE,Not Available,Substation,40.737907,-74.122585,Essex,Not Available,NJ,or:electric_substation:12981
Stanton,230.0,230.0,PPL Electric Utilities Corp,In Service,Substation,41.376554,-75.799681,Luzerne,Estimated,PA,or:electric_substation:13
East Golah,115.0,115.0,National Grid,In Service,Substation,42.948497,-77.69367,Monroe,Estimated,NY,or:electric_substation:1304
Brook Road,115.0,115.0,National Grid,In Service,Substation,43.082566,-73.833376,Saratoga,Estimated,NY,or:electric_substation:13042
Essex,,,Public Service Elec & Gas Co,Not Available,Substation,40.738942,-74.12181,Essex,Estimated,NJ,or:electric_substation:13043
Unknown132367,,,NOT AVAILABLE,In Service,Substation,40.683114,-74.397409,Union,Not Available,NJ,or:electric_substation:1310
Unknown135808,,,National Grid,Not Available,Substation,43.095172,-73.527113,Washington,Openinfra,NY,or:electric_substation:13125
Kearny Station Sub,230.0,230.0,Public Service Elec & Gas Co,Not Available,Substation,40.737648,-74.103174,Hudson,Estimated,NJ,or:electric_substation:13160
Raymond,,,Eversource,In Service,Substation,43.039224,-71.193796,Rockingham,Openinfra,NH,or:electric_substation:13181
West Milton,,,NOT AVAILABLE,In Service,Substation,43.037647,-73.954137,Saratoga,Not Available,NY,or:electric_substation:13206
Millstone Sub,230.0,230.0,NOT AVAILABLE,Not Available,Substation,40.479363,-74.465683,Middlesex,Not Available,NJ,or:electric_substation:13214
Nasonville,115.0,115.0,NOT AVAILABLE,Not Available,Dead End,41.976981,-71.579223,Providence,Not Available,RI,or:electric_substation:13239
Hudson,,,Lowell Road Substation,In Service,Substation,42.756662,-71.430726,Hillsborough,Openinfra,NH,or:electric_substation:13249
Florida Station,69.0,69.0,National Grid,Not Available,Substation,42.935591,-74.246693,Montgomery,Estimated,NY,or:electric_substation:13264
West Milton,,,NOT AVAILABLE,In Service,Substation,43.038924,-73.954243,Saratoga,Not Available,NY,or:electric_substation:13289
Merrill,35.0,35.0,Jersey Central Power & Lt Co,In Service,Substation,40.66555,-75.147368,Warren,Estimated,NJ,or:electric_substation:1331
Pontook Hydro Facility,115.0,115.0,NOT AVAILABLE,In Service,Substation,44.617801,-71.22617,Coos,Not Available,NH,or:electric_substation:13319
W Hamlin,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.294704,-77.955676,Monroe,Not Available,NY,or:electric_substation:1332
Astoria West,138.0,138.0,NOT AVAILABLE,Not Available,Substation,40.786334,-73.912971,Queens,Not Available,NY,or:electric_substation:13331
Battenkill,,,NOT AVAILABLE,In Service,Substation,43.092591,-73.550354,Washington,Not Available,NY,or:electric_substation:13372
Ld.Scobie 12.5,115.0,115.0,Eversource,In Service,Substation,42.901506,-71.339047,Rockingham,Estimated,NH,or:electric_substation:13381
Astoria Generating Station,138.0,138.0,NOT AVAILABLE,Not Available,Substation,40.786515,-73.912695,Queens,Not Available,NY,or:electric_substation:13392
Allentown,69.0,69.0,NOT AVAILABLE,Not Available,Dead End,40.602139,-75.453235,Lehigh,Not Available,PA,or:electric_substation:13439
High St,,,NOT AVAILABLE,In Service,Substation,42.883846,-71.331905,Rockingham,Not Available,NH,or:electric_substation:13442
South Street Station 297,,,NOT AVAILABLE,In Service,Substation,43.061806,-73.818987,Saratoga,Not Available,NY,or:electric_substation:13453
Jamaica Bay Peaking,69.0,69.0,NOT AVAILABLE,Not Available,Substation,40.610782,-73.761939,Queens,Not Available,NY,or:electric_substation:13463
Towanda Mill,115.0,115.0,NOT AVAILABLE,Not Available,Substation,41.765285,-76.420073,Bradford,Not Available,PA,or:electric_substation:13527
Bayport,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.749806,-73.041534,Suffolk,Not Available,NY,or:electric_substation:13532
Sayville,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.7408,-73.090816,Suffolk,Not Available,NY,or:electric_substation:13553
Macarthur,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.78105,-73.074507,Suffolk,Not Available,NY,or:electric_substation:13580
Brockport Station 74,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.210397,-77.957983,Monroe,Not Available,NY,or:electric_substation:1359
Tap172527,115.0,115.0,NOT AVAILABLE,Not Available,Tap,41.765462,-76.420191,Bradford,Not Available,PA,or:electric_substation:13596
Eastport,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.825796,-72.733338,Suffolk,Not Available,NY,or:electric_substation:13614
Moriches,69.0,69.0,Long Island Power Authority,In Service,Substation,40.820812,-72.840449,Suffolk,Estimated,NY,or:electric_substation:13649
Tap158328,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.141364,-78.936579,Niagara,Not Available,NY,or:electric_substation:13661
Warminster,230.0,230.0,NOT AVAILABLE,Not Available,Substation,40.201501,-75.082484,Bucks,Not Available,PA,or:electric_substation:13665
Holbrook,138.0,138.0,Long Island Power Authority,In Service,Substation,40.820735,-73.072717,Suffolk,Estimated,NY,or:electric_substation:13684
Holtsville Mgu,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.816823,-73.066817,Suffolk,Not Available,NY,or:electric_substation:13719
Tap172529,230.0,230.0,NOT AVAILABLE,Not Available,Tap,40.201635,-75.082623,Bucks,Not Available,PA,or:electric_substation:13730
Tap158329,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.085736,-78.756344,Niagara,Not Available,NY,or:electric_substation:13745
Holtsville Mgu,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.81716,-73.064589,Suffolk,Not Available,NY,or:electric_substation:13747
North Vernon,,,"Vermont Electric Power Co, Inc",In Service,Substation,42.781778,-72.516301,Windham,Estimated,VT,or:electric_substation:13749
West Yaphank,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.817771,-72.969035,Suffolk,Not Available,NY,or:electric_substation:13775
Lowell,46.0,46.0,Green Mountain Energy,In Service,Substation,44.763442,-72.437769,Orleans,Openinfra,VT,or:electric_substation:13777
Cornwells,230.0,230.0,Amtrak,Not Available,Substation,40.072126,-74.950697,Bucks,Estimated,PA,or:electric_substation:13791
Riser174341,,,NOT AVAILABLE,Not Available,Riser,42.534036,-70.938529,Essex,Not Available,MA,or:electric_substation:13794
West Yaphank,,,NOT AVAILABLE,In Service,Substation,40.819385,-72.966191,Suffolk,Not Available,NY,or:electric_substation:13801
J C Mcneil,,,NOT AVAILABLE,In Service,Substation,44.492382,-73.208358,Chittenden,Not Available,VT,or:electric_substation:13813
Tap158330,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.057949,-78.755072,Erie,Not Available,NY,or:electric_substation:13821
West Yaphank,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.820988,-72.966375,Suffolk,Not Available,NY,or:electric_substation:13830
Efleming,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.515555,-74.845641,Hunterdon,Estimated,NJ,or:electric_substation:1385
West Yaphank,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.81923,-72.966593,Suffolk,Not Available,NY,or:electric_substation:13864
Berlin 5,115.0,115.0,Green Mountain Power Corp,In Service,Substation,44.250459,-72.603514,Washington,Openinfra,VT,or:electric_substation:13880
Glendon,115.0,115.0,Metropolitan Edison Co,In Service,Substation,40.66635,-75.23012,Northampton,Estimated,PA,or:electric_substation:13887
Tap135469,,,NOT AVAILABLE,In Service,Tap,40.798717,-72.865996,Suffolk,Not Available,NY,or:electric_substation:13891
