Substation Name,Min Voltage (kV),Max Voltage (kV),Substation Owner,Substation Status,Type,Latitude (Degrees),Longitude (Degrees),County,Owner Source,State,Substation ID
Hyatt Rd,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.946657,-76.776155,Seneca,Not Available,NY,or:electric_substation:67699
New Hempstead,138.0,138.0,Consolidated Edison Company of New York,In Service,Substation,41.151342,-74.02815,Rockland,Estimated,NY,or:electric_substation:67705
Macdougall,,,NOT AVAILABLE,In Service,Substation,42.806672,-76.880735,Seneca,Not Available,NY,or:electric_substation:67726
Burns,69.0,138.0,Consolidated Edison Company of New York,In Service,Substation,41.113286,-74.033975,Rockland,Estimated,NY,or:electric_substation:67727
Forest,115.0,230.0,West Penn Power Co,In Service,Substation,41.449903,-78.742318,Elk,Openinfra,PA,or:electric_substation:67736
Pratt & Whitney,115.0,115.0,NOT AVAILABLE,Not Available,Dead End,43.305308,-70.711397,York,Not Available,ME,or:electric_substation:67758
Eastview_138_kV_38w32_Rev_Lbmp_I,345.0,345.0,NOT AVAILABLE,In Service,Substation,41.077136,-73.832144,Westchester,Not Available,NY,or:electric_substation:67796
Tap167202,115.0,115.0,NOT AVAILABLE,Not Available,Tap,45.163012,-69.819707,Somerset,Not Available,ME,or:electric_substation:67799
East Hampton,69.0,69.0,Public Service Elec & Gas Co,In Service,Substation,40.980337,-72.131815,Suffolk,Openinfra,NY,or:electric_substation:67820
Moscow,115.0,115.0,NOT AVAILABLE,Not Available,Dead End,45.163001,-69.81965,Somerset,Not Available,ME,or:electric_substation:67841
Cand1,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.949287,-76.044891,Luzerne,Not Available,PA,or:electric_substation:67847
Corning Dcmf,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.143974,-77.044372,Steuben,Not Available,NY,or:electric_substation:6785
Riser167204,69.0,69.0,NOT AVAILABLE,Not Available,Riser,45.894826,-68.434338,Penobscot,Not Available,ME,or:electric_substation:67856
Blossbur,,,Pennsylvania Electric Co,In Service,Substation,41.679447,-77.059505,Tioga,Openinfra,PA,or:electric_substation:67858
Pa Solar Park,,,NOT AVAILABLE,In Service,Substation,40.857713,-75.856369,Carbon,Not Available,PA,or:electric_substation:67862
Tap136719,46.0,46.0,NOT AVAILABLE,In Service,Tap,44.938944,-72.142277,Orleans,Not Available,VT,or:electric_substation:6788
Emera Maine,69.0,69.0,NOT AVAILABLE,Not Available,Tap,46.66073,-67.916104,Aroostook,Not Available,ME,or:electric_substation:67880
N.Rochester,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.385949,-70.994899,Strafford,Not Available,NH,or:electric_substation:67953
Salmon Falls,,,NOT AVAILABLE,In Service,Substation,43.227048,-70.810638,York,Not Available,ME,or:electric_substation:67969
Tap136932,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.713225,-71.077674,Essex,Not Available,MA,or:electric_substation:67991
Tap136933,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.713401,-71.077604,Essex,Not Available,MA,or:electric_substation:68013
Madbury,115.0,115.0,Eversource,In Service,Substation,43.160168,-70.931372,Strafford,Estimated,NH,or:electric_substation:68046
Dover,115.0,115.0,Eversource,In Service,Substation,43.198206,-70.863481,Strafford,Estimated,NH,or:electric_substation:68060
Three Rivers,115.0,115.0,Eversource,In Service,Substation,43.168252,-70.820871,York,Estimated,ME,or:electric_substation:68082
Woodchuck Hill,115.0,115.0,National Grid,In Service,Substation,42.673298,-71.057706,Essex,Estimated,MA,or:electric_substation:68096
Edmeston,,,NOT AVAILABLE,In Service,Substation,42.690782,-75.247964,Otsego,Not Available,NY,or:electric_substation:6811
King Street,115.0,115.0,National Grid,In Service,Substation,42.736459,-71.012199,Essex,Estimated,MA,or:electric_substation:68120
Lauschtown,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.168373,-75.98306,Lancaster,Openinfra,PA,or:electric_substation:68125
West Erie,34.0,115.0,NOT AVAILABLE,In Service,Substation,42.147845,-77.086766,Steuben,Not Available,NY,or:electric_substation:6813
Dluzerne,69.0,69.0,PECO Energy Co,In Service,Substation,40.010051,-75.117928,Philadelphia,Estimated,PA,or:electric_substation:6814
West Amesbury,115.0,345.0,National Grid,In Service,Substation,42.83295,-70.972423,Essex,Estimated,MA,or:electric_substation:68141
Reamstown,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.223475,-76.128582,Lancaster,Openinfra,PA,or:electric_substation:68159
Timber Swamp,345.0,345.0,Eversource,In Service,Substation,42.949841,-70.868826,Rockingham,Estimated,NH,or:electric_substation:68162
Honey Brook,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.10241,-75.914773,Chester,Openinfra,PA,or:electric_substation:68167
Berlin,115.0,115.0,"Vermont Electric Power Co, Inc",In Service,Substation,44.249955,-72.603408,Washington,Estimated,VT,or:electric_substation:683
Unknown135522,,,NOT AVAILABLE,Not Available,Substation,40.695,-73.825216,Queens,Not Available,NY,or:electric_substation:68466
Kane St,34.0,34.0,NOT AVAILABLE,In Service,Substation,42.1542,-77.087188,Steuben,Not Available,NY,or:electric_substation:6848
Aqueduct,,,Consolidated Edison Company of New York,Not Available,Substation,40.670203,-73.820353,Queens,Estimated,NY,or:electric_substation:68489
Lefferts,,,Consolidated Edison Company of New York,Not Available,Substation,40.676572,-73.819117,Queens,Estimated,NY,or:electric_substation:68518
Tap145476,,,NOT AVAILABLE,In Service,Tap,42.703685,-75.25266,Otsego,Not Available,NY,or:electric_substation:6853
Rockaway,,,Consolidated Edison Company of New York,Not Available,Substation,40.675328,-73.805438,Queens,Estimated,NY,or:electric_substation:68561
Sutphin,,,Consolidated Edison Company of New York,Not Available,Substation,40.689023,-73.79547,Queens,Estimated,NY,or:electric_substation:68587
Unknown135527,,,Consolidated Edison Company of New York,Not Available,Substation,40.675857,-73.790621,Queens,Estimated,NY,or:electric_substation:68611
Brinkerhoff,,,Consolidated Edison Company of New York,Not Available,Substation,40.694661,-73.788007,Queens,Estimated,NY,or:electric_substation:68634
Ptgenrgy,,,Pennsylvania Electric Co,In Service,Substation,41.885246,-75.727132,Susquehanna,Estimated,PA,or:electric_substation:68638
Cedar Manor,,,Consolidated Edison Company of New York,Not Available,Substation,40.68897,-73.785155,Queens,Estimated,NY,or:electric_substation:68653
Wallentn,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,41.468464,-75.132286,Pike,Estimated,PA,or:electric_substation:68660
10th Street,,,Consolidated Edison Company of New York,Not Available,Substation,40.679005,-73.760878,Queens,Estimated,NY,or:electric_substation:68677
146th Avenue,,,Consolidated Edison Company of New York,Not Available,Substation,40.659925,-73.754632,Queens,Estimated,NY,or:electric_substation:68702
Indian Well,46.0,46.0,Lyntegar Electric Cooperative,In Service,Substation,44.946466,-72.138175,Orleans,Openinfra,VT,or:electric_substation:6871
Montefiore,,,Consolidated Edison Company of New York,Not Available,Substation,40.68385,-73.750845,Queens,Estimated,NY,or:electric_substation:68715
Cambria,,,Consolidated Edison Company of New York,Not Available,Substation,40.696534,-73.746753,Queens,Estimated,NY,or:electric_substation:68742
Rosedale,,,Consolidated Edison Company of New York,Not Available,Substation,40.667987,-73.736795,Queens,Estimated,NY,or:electric_substation:68766
Southold,69.0,69.0,NOT AVAILABLE,In Service,Substation,41.09283,-72.391041,Suffolk,Not Available,NY,or:electric_substation:68768
253rd Place,,,Consolidated Edison Company of New York,Not Available,Substation,40.656705,-73.735228,Queens,Estimated,NY,or:electric_substation:68794
Penn Aps,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.344367,-79.606256,Westmoreland,Not Available,PA,or:electric_substation:688
Unknown135536,,,NOT AVAILABLE,Not Available,Substation,40.698385,-73.817154,Queens,Not Available,NY,or:electric_substation:68817
Unknown129490,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.987661,-72.549092,Suffolk,Not Available,NY,or:electric_substation:68818
F01,,,NOT AVAILABLE,Not Available,Substation,40.638354,-73.703231,Nassau,Not Available,NY,or:electric_substation:68828
Bath,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.34327,-77.30764,Steuben,Not Available,NY,or:electric_substation:6883
SILLS RD,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.819454,-72.938749,Suffolk,Not Available,NY,or:electric_substation:68853
Prospect,,,Long Island Power Authority,Not Available,Substation,40.647681,-73.689797,Nassau,Estimated,NY,or:electric_substation:68869
West Bus,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.815946,-73.070571,Suffolk,Not Available,NY,or:electric_substation:68889
Mott Haven,,,Consolidated Edison Company of New York,In Service,Substation,40.808018,-73.906221,Bronx,Estimated,NY,or:electric_substation:68892
Cresskill,69.0,69.0,Rockland Electric Co,In Service,Substation,40.949284,-73.962416,Bergen,Estimated,NJ,or:electric_substation:68915
Unionct,69.0,69.0,Public Service Elec & Gas Co,In Service,Substation,40.769537,-74.041512,Hudson,Estimated,NJ,or:electric_substation:68938
Unknown145478,,,NOT AVAILABLE,In Service,Substation,42.733564,-75.249761,Otsego,Not Available,NY,or:electric_substation:6895
Closter,69.0,69.0,Rockland Electric Co,In Service,Substation,40.981492,-73.959289,Bergen,Estimated,NJ,or:electric_substation:68962
Brownsville,,,Consolidated Edison Company of New York,Not Available,Substation,40.669663,-73.898689,Kings,Estimated,NY,or:electric_substation:68980
West Astoria,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.787693,-73.909313,Queens,Not Available,NY,or:electric_substation:68982
Bensonhurst,,,Consolidated Edison Company of New York,Not Available,Substation,40.62157,-73.975929,Kings,Estimated,NY,or:electric_substation:69001
East Astoria,345.0,345.0,New York Power Authority,In Service,Substation,40.783835,-73.903404,Queens,Openinfra,NY,or:electric_substation:69012
East 64th Street,,,Consolidated Edison Company of New York,Not Available,Substation,40.619744,-73.917577,Kings,Estimated,NY,or:electric_substation:69023
Newtown,,,Consolidated Edison Company of New York,Not Available,Substation,40.742985,-73.931549,Queens,Estimated,NY,or:electric_substation:69044
Queensbridge,138.0,138.0,Consolidated Edison Company of New York,Not Available,Substation,40.756291,-73.938231,Queens,Estimated,NY,or:electric_substation:69084
ParkView,,,Consolidated Edison Company of New York,Not Available,Substation,40.807746,-73.936556,New York,Estimated,NY,or:electric_substation:69101
Academy,,,Consolidated Edison Company of New York,Not Available,Substation,40.86002,-73.919142,New York,Estimated,NY,or:electric_substation:69119
Avenue N,,,Consolidated Edison Company of New York,Not Available,Substation,40.618498,-73.93036,Kings,Estimated,NY,or:electric_substation:69138
Mill Avenue,,,Consolidated Edison Company of New York,Not Available,Substation,40.614537,-73.91334,Kings,Estimated,NY,or:electric_substation:69157
Unknown124735,,,NOT AVAILABLE,In Service,Substation,42.354818,-77.303948,Steuben,Not Available,NY,or:electric_substation:6918
East 83rd Street,,,Consolidated Edison Company of New York,Not Available,Substation,40.628868,-73.902381,Kings,Estimated,NY,or:electric_substation:69180
Greenwood,,,Consolidated Edison Company of New York,Not Available,Substation,40.659291,-73.993781,Kings,Estimated,NY,or:electric_substation:69217
Lafayette,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.973738,-76.116688,Onondaga,Not Available,NY,or:electric_substation:69329
Tap140420,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.049183,-76.041962,Onondaga,Not Available,NY,or:electric_substation:69341
Tap140422,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.056885,-76.074348,Onondaga,Not Available,NY,or:electric_substation:69357
Brothertown Road,,,NOT AVAILABLE,In Service,Tap,42.877512,-75.24784,Oneida,Not Available,NY,or:electric_substation:6937
Tap140423,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.056819,-76.074346,Onondaga,Not Available,NY,or:electric_substation:69375
Tap140424,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.056102,-76.071304,Onondaga,Not Available,NY,or:electric_substation:69402
Tap140425,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.055959,-76.071223,Onondaga,Not Available,NY,or:electric_substation:69417
Tap140426,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.049635,-76.044685,Onondaga,Not Available,NY,or:electric_substation:69430
Tap140427,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.049516,-76.044541,Onondaga,Not Available,NY,or:electric_substation:69451
Carr Street Station,115.0,115.0,National Grid,In Service,Tap,43.060783,-76.081255,Onondaga,Openinfra,NY,or:electric_substation:69469
Tap140429,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.06357,-76.082248,Onondaga,Not Available,NY,or:electric_substation:69493
Tap140430,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.063713,-76.082129,Onondaga,Not Available,NY,or:electric_substation:69508
New Brighton,,,Consolidated Edison Company of New York,Not Available,Substation,40.645133,-74.093119,Richmond,Estimated,NY,or:electric_substation:6952
Angola,115.0,115.0,National Grid,In Service,Substation,42.644036,-79.022615,Erie,Openinfra,NY,or:electric_substation:6953
Tap140431,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.086187,-76.039877,Onondaga,Not Available,NY,or:electric_substation:69539
Tap140432,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.086184,-76.039967,Onondaga,Not Available,NY,or:electric_substation:69557
Tap136740,115.0,115.0,NOT AVAILABLE,In Service,Tap,44.958618,-69.8855,Somerset,Not Available,ME,or:electric_substation:6956
Tap140433,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.091258,-76.069298,Onondaga,Not Available,NY,or:electric_substation:69577
Tap140434,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.094678,-76.069554,Onondaga,Not Available,NY,or:electric_substation:69597
Tap140435,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.067026,-76.08597,Onondaga,Not Available,NY,or:electric_substation:69619
Tap140436,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.10985,-76.174011,Onondaga,Not Available,NY,or:electric_substation:69632
Tap140437,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.109817,-76.174092,Onondaga,Not Available,NY,or:electric_substation:69652
Tap140438,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.125655,-76.215999,Onondaga,Not Available,NY,or:electric_substation:69670
Tap140439,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.125606,-76.215788,Onondaga,Not Available,NY,or:electric_substation:69676
Tap140440,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.109205,-76.254153,Onondaga,Not Available,NY,or:electric_substation:69691
Tap140441,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.094874,-76.06739,Onondaga,Not Available,NY,or:electric_substation:69714
Tap140442,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.053507,-76.281407,Onondaga,Not Available,NY,or:electric_substation:69745
Devonshire,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.307297,-76.78876,Dauphin,Estimated,PA,or:electric_substation:69747
Tap140443,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.053543,-76.281137,Onondaga,Not Available,NY,or:electric_substation:69764
Tap140446,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.17409,-76.322281,Onondaga,Not Available,NY,or:electric_substation:69784
Conger Ave (Waterville),,,NOT AVAILABLE,In Service,Substation,42.933596,-75.368935,Oneida,Not Available,NY,or:electric_substation:6979
Tap140447,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.174199,-76.322461,Onondaga,Not Available,NY,or:electric_substation:69802
Tap140448,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.178119,-76.369949,Onondaga,Not Available,NY,or:electric_substation:69820
Tap140449,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.177941,-76.369999,Onondaga,Not Available,NY,or:electric_substation:69839
Tap140676,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.64503,-71.238149,Middlesex,Not Available,MA,or:electric_substation:6985
Tap140450,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.104944,-76.263336,Onondaga,Not Available,NY,or:electric_substation:69861
Springville,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.518499,-78.64246,Erie,Not Available,NY,or:electric_substation:6988
Tap140451,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.105055,-76.262979,Onondaga,Not Available,NY,or:electric_substation:69880
Tap140452,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.154157,-76.35598,Onondaga,Not Available,NY,or:electric_substation:69914
Tap140453,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.154291,-76.355772,Onondaga,Not Available,NY,or:electric_substation:69935
Clay,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.196442,-76.16802,Onondaga,Not Available,NY,or:electric_substation:69955
Tap140455,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.222697,-76.134531,Onondaga,Not Available,NY,or:electric_substation:69982
Eastgate,138.0,138.0,West Penn Power Co,In Service,Substation,40.290981,-79.525223,Westmoreland,Openinfra,PA,or:electric_substation:69984
Tap140456,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.222883,-76.134508,Onondaga,Not Available,NY,or:electric_substation:70000
Stathill,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.124623,-78.865631,Somerset,Openinfra,PA,or:electric_substation:70001
Centralc,115.0,115.0,Pennsylvania Electric Co,In Service,Substation,40.108883,-78.821659,Somerset,Openinfra,PA,or:electric_substation:70023
Raystown,,,NOT AVAILABLE,In Service,Substation,40.43282,-78.003013,Huntingdon,Not Available,PA,or:electric_substation:70036
Tap140457,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.150352,-76.097722,Onondaga,Not Available,NY,or:electric_substation:70047
Pinery Ridge,,,Valley Rural Electric Cooperative,In Service,Substation,40.454749,-78.046314,Huntingdon,Openinfra,PA,or:electric_substation:70054
Tap140458,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.150655,-76.097766,Onondaga,Not Available,NY,or:electric_substation:70068
Foster Wheeler Mt Carmel Cogen,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.810995,-76.452642,Northumberland,Not Available,PA,or:electric_substation:70072
Mount Carmel,69.0,69.0,PPL Electric Utilities Corp,In Service,Substation,40.792267,-76.410863,Northumberland,Estimated,PA,or:electric_substation:70087
Bohemia,,,NOT AVAILABLE,In Service,Substation,40.769948,-73.104197,Suffolk,Not Available,NY,or:electric_substation:70088
Tap140459,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.169212,-76.196057,Onondaga,Not Available,NY,or:electric_substation:70089
Wynantskill,115.0,115.0,New York State Elec & Gas Corp,In Service,Substation,42.641327,-73.619425,Rensselaer,Estimated,NY,or:electric_substation:70098
Whiteval,138.0,138.0,NOT AVAILABLE,In Service,Substation,40.413429,-79.604283,Westmoreland,Not Available,PA,or:electric_substation:701
Reynolds,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.675836,-73.698419,Rensselaer,Not Available,NY,or:electric_substation:70104
Stewart Manor,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.729203,-73.687123,Nassau,Not Available,NY,or:electric_substation:70116
Waters River,,,NOT AVAILABLE,Not Available,Substation,42.537639,-70.94107,Essex,Not Available,MA,or:electric_substation:70121
Tap140460,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.16911,-76.19585,Onondaga,Not Available,NY,or:electric_substation:70124
2k Valley Stream,69.0,69.0,Long Island Power Authority,In Service,Tap,40.666312,-73.684954,Nassau,Openinfra,NY,or:electric_substation:70134
Unknown175156,,,NOT AVAILABLE,Not Available,Substation,39.993589,-79.592241,Fayette,Not Available,PA,or:electric_substation:70143
Tap135491,138.0,138.0,NOT AVAILABLE,In Service,Tap,40.662881,-73.708602,Nassau,Not Available,NY,or:electric_substation:70144
Tap140461,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.183501,-76.218136,Onondaga,Not Available,NY,or:electric_substation:70149
Cobble Hill,115.0,115.0,NYSEG,In Service,Substation,42.625312,-78.712609,Erie,Openinfra,NY,or:electric_substation:7016
Iron Bridge,,,NOT AVAILABLE,Not Available,Tap,40.109109,-79.548386,Fayette,Not Available,PA,or:electric_substation:70161
NEW HAVN Tap 1,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.475332,-76.315176,Oswego,Not Available,NY,or:electric_substation:70166
NEW HAVN Tap 2,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.475267,-76.315173,Oswego,Not Available,NY,or:electric_substation:70179
Woodmere,69.0,69.0,Long Island Power Authority,In Service,Tap,40.637483,-73.733018,Nassau,Openinfra,NY,or:electric_substation:70181
Mallory Road Station,115.0,115.0,National Grid,In Service,Tap,43.296592,-76.138179,Oswego,Openinfra,NY,or:electric_substation:70188
Waltz Mill,138.0,138.0,NOT AVAILABLE,Not Available,Tap,40.241824,-79.663274,Westmoreland,Not Available,PA,or:electric_substation:70190
Tap135493,69.0,69.0,NOT AVAILABLE,In Service,Tap,40.661025,-73.702269,Nassau,Not Available,NY,or:electric_substation:70206
Tap145482,,,NOT AVAILABLE,In Service,Tap,42.942791,-75.437115,Oneida,Not Available,NY,or:electric_substation:7021
Richland Source Power Co,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.507301,-76.10837,Oswego,Not Available,NY,or:electric_substation:70210
Tap140466,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.546923,-76.104595,Oswego,Not Available,NY,or:electric_substation:70227
Far Rockaway,69.0,69.0,Long Island Power Authority,In Service,Substation,40.610457,-73.760113,Queens,Estimated,NY,or:electric_substation:70238
Gspp 1616 County Route 12 Llc,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.273959,-76.145293,Oswego,Not Available,NY,or:electric_substation:70246
Elmsford,,,NOT AVAILABLE,In Service,Substation,41.050384,-73.808961,Westchester,Not Available,NY,or:electric_substation:70259
Tap140677,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.67877,-71.186784,Essex,Not Available,MA,or:electric_substation:7027
Rockaway Beach,69.0,69.0,Long Island Power Authority,In Service,Substation,40.582748,-73.833805,Queens,Estimated,NY,or:electric_substation:70281
Unknown174346,,,NOT AVAILABLE,Not Available,Substation,41.938492,-70.634292,Plymouth,Not Available,MA,or:electric_substation:7029
Smithville,46.0,46.0,NOT AVAILABLE,In Service,Substation,43.397746,-72.672339,Windsor,Not Available,VT,or:electric_substation:7030
Hewlett,69.0,69.0,Long Island Power Authority,In Service,Substation,40.637035,-73.706032,Nassau,Estimated,NY,or:electric_substation:70303
Corona Ave,69.0,69.0,NOT AVAILABLE,In Service,Substation,40.681876,-73.686849,Nassau,Not Available,NY,or:electric_substation:70327
Charleston,46.0,46.0,Lyntegar Electric Cooperative,In Service,Substation,44.898138,-72.056996,Orleans,Openinfra,VT,or:electric_substation:7033
Deadend175163,,,NOT AVAILABLE,Not Available,Dead End,40.022893,-78.805332,Somerset,Not Available,PA,or:electric_substation:70335
Valley Stream,69.0,69.0,Long Island Power Authority,In Service,Substation,40.665619,-73.685608,Nassau,Estimated,NY,or:electric_substation:70345
Central Avenue,,,Long Island Power Authority,In Service,Substation,40.677097,-73.709712,Nassau,Estimated,NY,or:electric_substation:70368
Snake Spring,,,NOT AVAILABLE,Not Available,Substation,40.018861,-78.409831,Bedford,Not Available,PA,or:electric_substation:70382
Woodmere,69.0,69.0,Long Island Power Authority,In Service,Substation,40.636997,-73.73267,Nassau,Estimated,NY,or:electric_substation:70388
Chapman,69.0,69.0,NOT AVAILABLE,Not Available,Substation,41.431371,-77.851089,Clinton,Not Available,PA,or:electric_substation:70412
Jamaica,138.0,138.0,Consolidated Edison Company of New York,Not Available,Substation,40.699185,-73.813908,Queens,Estimated,NY,or:electric_substation:70414
Tap175166,69.0,69.0,NOT AVAILABLE,Not Available,Tap,41.259324,-76.922217,Lycoming,Not Available,PA,or:electric_substation:70425
Rochdale Village,,,Long Island Rail Road,Not Available,Substation,40.679037,-73.77092,Queens,Estimated,NY,or:electric_substation:70442
Hepburn,69.0,69.0,NOT AVAILABLE,Not Available,Tap,41.270951,-77.051782,Lycoming,Not Available,PA,or:electric_substation:70447
Tap140476,115.0,115.0,NOT AVAILABLE,In Service,Tap,40.458031,-78.564643,Cambria,Not Available,PA,or:electric_substation:70454
Linden,,,Consolidated Edison Company of New York,Not Available,Substation,40.692816,-73.733637,Queens,Estimated,NY,or:electric_substation:70461
Kenmar,69.0,69.0,NOT AVAILABLE,Not Available,Tap,41.245505,-76.963709,Lycoming,Not Available,PA,or:electric_substation:70466
Rockton Mountain,115.0,115.0,Pennsylvania Electric Co,In Service,Tap,41.073242,-78.526897,Clearfield,Openinfra,PA,or:electric_substation:70468
Cookstow35 kV Shemessp,230.0,230.0,Jersey Central Power & Lt Co,In Service,Substation,40.06237,-74.549054,Burlington,Estimated,NJ,or:electric_substation:70469
Cass,69.0,69.0,NOT AVAILABLE,Not Available,Dead End,40.706625,-76.250565,Schuylkill,Not Available,PA,or:electric_substation:70480
Franklin,115.0,115.0,Jersey Central Power & Lt Co,In Service,Substation,41.099788,-74.578428,Sussex,Estimated,NJ,or:electric_substation:70483
Carbon Center,138.0,138.0,NOT AVAILABLE,In Service,Tap,41.414985,-78.52122,Elk,Not Available,PA,or:electric_substation:70487
Ringwood,69.0,69.0,Orange and Rockland Utilities,In Service,Substation,41.136403,-74.269464,Passaic,Estimated,NJ,or:electric_substation:70497
Arverne,,,Long Island Power Authority,Not Available,Substation,40.592511,-73.78324,Queens,Estimated,NY,or:electric_substation:70498
Tap140479,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.265843,-78.494289,Cattaraugus,Not Available,NY,or:electric_substation:70501
Ld.Wood_Rv 34.5,115.0,115.0,Rhode Island Energy,Not Available,Tap,41.426631,-71.703973,Washington,Openinfra,RI,or:electric_substation:70502
Big Tree,115.0,115.0,New York State Elec & Gas Corp,In Service,Substation,42.762274,-78.783243,Erie,Estimated,NY,or:electric_substation:7051
Harrison,,,Consolidated Edison Company of New York,Not Available,Substation,40.982141,-73.740221,Westchester,Estimated,NY,or:electric_substation:70514
Tap140480,115.0,115.0,NOT AVAILABLE,In Service,Tap,42.265993,-78.493449,Cattaraugus,Not Available,NY,or:electric_substation:70516
Unknown132255,,,NOT AVAILABLE,In Service,Substation,41.107279,-74.156451,Bergen,Not Available,NJ,or:electric_substation:70517
Ld.Hopkintn13.8,115.0,115.0,NOT AVAILABLE,Not Available,Substation,41.414802,-71.785575,Washington,Not Available,RI,or:electric_substation:70521
Ishua Switch Tower,115.0,115.0,NOT AVAILABLE,In Service,Substation,42.265843,-78.493631,Cattaraugus,Not Available,NY,or:electric_substation:70528
Kenilworth-35,,,Consolidated Edison Company of New York,Not Available,Substation,41.007898,-73.716003,Westchester,Estimated,NY,or:electric_substation:70536
South Mahwah,345.0,345.0,Orange and Rockland Utilities,In Service,Substation,41.086624,-74.146091,Bergen,Estimated,NJ,or:electric_substation:70540
North Akron,115.0,115.0,NOT AVAILABLE,In Service,Tap,43.040714,-78.469363,Erie,Not Available,NY,or:electric_substation:70556
White Plains,,,Consolidated Edison Company of New York,Not Available,Substation,41.033738,-73.77216,Westchester,Estimated,NY,or:electric_substation:70558
Tower Hill,34.0,34.0,NOT AVAILABLE,Not Available,Tap,41.541555,-71.427568,Washington,Not Available,RI,or:electric_substation:70561
Smawa,138.0,138.0,Orange and Rockland Utilities,In Service,Substation,41.084513,-74.146113,Bergen,Estimated,NJ,or:electric_substation:70565
Cedarhurst,,,Long Island Power Authority,Not Available,Substation,40.620275,-73.729048,Nassau,Estimated,NY,or:electric_substation:70571
Sheldon Switch,115.0,115.0,NOT AVAILABLE,In Service,Substation,43.149122,-78.480216,Niagara,Not Available,NY,or:electric_substation:70573
Unknown175173,34.0,34.0,NOT AVAILABLE,Not Available,Substation,41.599106,-71.433053,Washington,Not Available,RI,or:electric_substation:70579
